YearStart,LocationAbbr,LocationDesc,stratum_category,stratum_value,Data_Value,high_risk_obesity,early_warning
2020,AL,Alabama,Age (years),65 or older,34.9,1,
2021,AL,Alabama,Age (years),65 or older,30.9,0,1.0
2022,AL,Alabama,Age (years),65 or older,36.3,1,
2023,AL,Alabama,Age (years),65 or older,33.6,1,
2024,AL,Alabama,Age (years),65 or older,32.8,0,
2011,AL,Alabama,Education,College graduate,26.4,0,0.0
2012,AL,Alabama,Education,College graduate,27.8,0,0.0
2013,AL,Alabama,Education,College graduate,27.6,0,0.0
2014,AL,Alabama,Education,College graduate,28.1,0,0.0
2015,AL,Alabama,Education,College graduate,29.1,0,0.0
2016,AL,Alabama,Education,College graduate,30.5,0,0.0
2017,AL,Alabama,Education,College graduate,31.7,0,0.0
2018,AL,Alabama,Education,College graduate,29.4,0,0.0
2019,AL,Alabama,Education,College graduate,32.0,0,1.0
2020,AL,Alabama,Education,College graduate,36.1,1,
2021,AL,Alabama,Education,College graduate,34.3,1,
2022,AL,Alabama,Education,College graduate,36.3,1,
2023,AL,Alabama,Education,College graduate,35.0,1,
2024,AL,Alabama,Education,College graduate,35.9,1,
2011,AL,Alabama,Education,High school graduate,32.8,0,0.0
2012,AL,Alabama,Education,High school graduate,33.5,0,0.0
2013,AL,Alabama,Education,High school graduate,32.1,0,1.0
2014,AL,Alabama,Education,High school graduate,35.4,1,
2015,AL,Alabama,Education,High school graduate,37.6,1,
2016,AL,Alabama,Education,High school graduate,36.2,1,
2017,AL,Alabama,Education,High school graduate,37.1,1,
2018,AL,Alabama,Education,High school graduate,36.6,1,
2019,AL,Alabama,Education,High school graduate,34.4,1,
2020,AL,Alabama,Education,High school graduate,39.6,1,
2021,AL,Alabama,Education,High school graduate,41.1,1,
2022,AL,Alabama,Education,High school graduate,40.0,1,
2023,AL,Alabama,Education,High school graduate,39.4,1,
2024,AL,Alabama,Education,High school graduate,39.9,1,
2011,AL,Alabama,Education,Less than high school,33.6,1,
2012,AL,Alabama,Education,Less than high school,35.2,1,
2013,AL,Alabama,Education,Less than high school,33.8,1,
2014,AL,Alabama,Education,Less than high school,34.8,1,
2015,AL,Alabama,Education,Less than high school,38.4,1,
2016,AL,Alabama,Education,Less than high school,40.1,1,
2017,AL,Alabama,Education,Less than high school,41.2,1,
2018,AL,Alabama,Education,Less than high school,39.2,1,
2019,AL,Alabama,Education,Less than high school,43.4,1,
2020,AL,Alabama,Education,Less than high school,40.4,1,
2021,AL,Alabama,Education,Less than high school,40.5,1,
2022,AL,Alabama,Education,Less than high school,32.6,0,1.0
2023,AL,Alabama,Education,Less than high school,38.0,1,
2024,AL,Alabama,Education,Less than high school,36.7,1,
2011,AL,Alabama,Education,Some college or technical school,33.8,1,
2012,AL,Alabama,Education,Some college or technical school,34.4,1,
2013,AL,Alabama,Education,Some college or technical school,35.2,1,
2014,AL,Alabama,Education,Some college or technical school,34.4,1,
2015,AL,Alabama,Education,Some college or technical school,36.5,1,
2016,AL,Alabama,Education,Some college or technical school,36.3,1,
2017,AL,Alabama,Education,Some college or technical school,36.3,1,
2018,AL,Alabama,Education,Some college or technical school,39.2,1,
2019,AL,Alabama,Education,Some college or technical school,37.3,1,
2020,AL,Alabama,Education,Some college or technical school,40.1,1,
2021,AL,Alabama,Education,Some college or technical school,42.6,1,
2022,AL,Alabama,Education,Some college or technical school,40.5,1,
2023,AL,Alabama,Education,Some college or technical school,42.9,1,
2024,AL,Alabama,Education,Some college or technical school,41.3,1,
2011,AL,Alabama,Income,"$15,000 - $24,999",34.8,1,
2012,AL,Alabama,Income,"$15,000 - $24,999",35.2,1,
2013,AL,Alabama,Income,"$15,000 - $24,999",36.6,1,
2014,AL,Alabama,Income,"$15,000 - $24,999",40.6,1,
2015,AL,Alabama,Income,"$15,000 - $24,999",39.3,1,
2016,AL,Alabama,Income,"$15,000 - $24,999",40.4,1,
2017,AL,Alabama,Income,"$15,000 - $24,999",40.4,1,
2018,AL,Alabama,Income,"$15,000 - $24,999",38.4,1,
2019,AL,Alabama,Income,"$15,000 - $24,999",40.6,1,
2020,AL,Alabama,Income,"$15,000 - $24,999",41.6,1,
2021,AL,Alabama,Income,"$15,000 - $24,999",40.8,1,
2022,AL,Alabama,Income,"$15,000 - $24,999",46.1,1,
2023,AL,Alabama,Income,"$15,000 - $24,999",39.4,1,
2024,AL,Alabama,Income,"$15,000 - $24,999",38.8,1,
2011,AL,Alabama,Income,"$25,000 - $34,999",35.8,1,
2012,AL,Alabama,Income,"$25,000 - $34,999",29.0,0,0.0
2013,AL,Alabama,Income,"$25,000 - $34,999",33.1,0,1.0
2014,AL,Alabama,Income,"$25,000 - $34,999",35.4,1,
2015,AL,Alabama,Income,"$25,000 - $34,999",38.8,1,
2016,AL,Alabama,Income,"$25,000 - $34,999",35.3,1,
2017,AL,Alabama,Income,"$25,000 - $34,999",37.0,1,
2018,AL,Alabama,Income,"$25,000 - $34,999",35.1,1,
2019,AL,Alabama,Income,"$25,000 - $34,999",38.9,1,
2020,AL,Alabama,Income,"$25,000 - $34,999",43.4,1,
2021,AL,Alabama,Income,"$25,000 - $34,999",46.2,1,
2022,AL,Alabama,Income,"$25,000 - $34,999",38.0,1,
2023,AL,Alabama,Income,"$25,000 - $34,999",41.5,1,
2024,AL,Alabama,Income,"$25,000 - $34,999",45.9,1,
2011,AL,Alabama,Income,"$35,000 - $49,999",32.3,0,1.0
2012,AL,Alabama,Income,"$35,000 - $49,999",34.5,1,
2013,AL,Alabama,Income,"$35,000 - $49,999",31.1,0,1.0
2014,AL,Alabama,Income,"$35,000 - $49,999",35.5,1,
2015,AL,Alabama,Income,"$35,000 - $49,999",36.5,1,
2016,AL,Alabama,Income,"$35,000 - $49,999",37.5,1,
2017,AL,Alabama,Income,"$35,000 - $49,999",38.3,1,
2018,AL,Alabama,Income,"$35,000 - $49,999",37.7,1,
2019,AL,Alabama,Income,"$35,000 - $49,999",35.8,1,
2020,AL,Alabama,Income,"$35,000 - $49,999",44.3,1,
2021,AL,Alabama,Income,"$35,000 - $49,999",46.4,1,
2022,AL,Alabama,Income,"$35,000 - $49,999",42.3,1,
2023,AL,Alabama,Income,"$35,000 - $49,999",42.4,1,
2024,AL,Alabama,Income,"$35,000 - $49,999",41.4,1,
2011,AL,Alabama,Income,"$50,000 - $74,999",34.1,1,
2012,AL,Alabama,Income,"$50,000 - $74,999",34.5,1,
2013,AL,Alabama,Income,"$50,000 - $74,999",35.8,1,
2014,AL,Alabama,Income,"$50,000 - $74,999",32.4,0,1.0
2015,AL,Alabama,Income,"$50,000 - $74,999",34.6,1,
2016,AL,Alabama,Income,"$50,000 - $74,999",34.4,1,
2017,AL,Alabama,Income,"$50,000 - $74,999",38.8,1,
2018,AL,Alabama,Income,"$50,000 - $74,999",38.6,1,
2019,AL,Alabama,Income,"$50,000 - $74,999",35.4,1,
2020,AL,Alabama,Income,"$50,000 - $74,999",39.8,1,
2021,AL,Alabama,Income,"$50,000 - $74,999",42.8,1,
2022,AL,Alabama,Income,"$50,000 - $74,999",42.4,1,
2023,AL,Alabama,Income,"$50,000 - $74,999",40.3,1,
2024,AL,Alabama,Income,"$50,000 - $74,999",40.7,1,
2011,AL,Alabama,Income,"$75,000 or greater",28.8,0,0.0
2012,AL,Alabama,Income,"$75,000 or greater",28.9,0,0.0
2013,AL,Alabama,Income,"$75,000 or greater",26.9,0,0.0
2014,AL,Alabama,Income,"$75,000 or greater",31.0,0,0.0
2015,AL,Alabama,Income,"$75,000 or greater",32.7,0,1.0
2016,AL,Alabama,Income,"$75,000 or greater",34.5,1,
2017,AL,Alabama,Income,"$75,000 or greater",31.9,0,0.0
2018,AL,Alabama,Income,"$75,000 or greater",32.1,0,0.0
2019,AL,Alabama,Income,"$75,000 or greater",32.0,0,1.0
2020,AL,Alabama,Income,"$75,000 or greater",35.2,1,
2021,AL,Alabama,Income,"$75,000 or greater",40.3,1,
2022,AL,Alabama,Income,"$75,000 or greater",37.6,1,
2023,AL,Alabama,Income,"$75,000 or greater",39.6,1,
2024,AL,Alabama,Income,"$75,000 or greater",43.3,1,
2011,AL,Alabama,Income,Data not reported,23.8,0,0.0
2012,AL,Alabama,Income,Data not reported,28.4,0,0.0
2013,AL,Alabama,Income,Data not reported,28.9,0,0.0
2014,AL,Alabama,Income,Data not reported,28.0,0,0.0
2015,AL,Alabama,Income,Data not reported,31.2,0,0.0
2016,AL,Alabama,Income,Data not reported,30.1,0,0.0
2017,AL,Alabama,Income,Data not reported,31.6,0,0.0
2018,AL,Alabama,Income,Data not reported,33.5,0,0.0
2019,AL,Alabama,Income,Data not reported,33.5,0,0.0
2020,AL,Alabama,Income,Data not reported,33.4,0,1.0
2021,AL,Alabama,Income,Data not reported,34.1,1,
2022,AL,Alabama,Income,Data not reported,33.8,1,
2023,AL,Alabama,Income,Data not reported,36.2,1,
2024,AL,Alabama,Income,Data not reported,34.7,1,
2011,AL,Alabama,Income,"Less than $15,000",38.5,1,
2012,AL,Alabama,Income,"Less than $15,000",40.8,1,
2013,AL,Alabama,Income,"Less than $15,000",37.2,1,
2014,AL,Alabama,Income,"Less than $15,000",34.5,1,
2015,AL,Alabama,Income,"Less than $15,000",40.5,1,
2016,AL,Alabama,Income,"Less than $15,000",39.8,1,
2017,AL,Alabama,Income,"Less than $15,000",42.2,1,
2018,AL,Alabama,Income,"Less than $15,000",43.7,1,
2019,AL,Alabama,Income,"Less than $15,000",41.7,1,
2020,AL,Alabama,Income,"Less than $15,000",44.0,1,
2021,AL,Alabama,Income,"Less than $15,000",40.8,1,
2022,AL,Alabama,Income,"Less than $15,000",39.5,1,
2023,AL,Alabama,Income,"Less than $15,000",46.7,1,
2024,AL,Alabama,Income,"Less than $15,000",41.4,1,
2011,AL,Alabama,Race/Ethnicity,2 or more races,27.8,0,0.0
2012,AL,Alabama,Race/Ethnicity,2 or more races,18.5,0,1.0
2014,AL,Alabama,Race/Ethnicity,2 or more races,39.3,1,
2015,AL,Alabama,Race/Ethnicity,2 or more races,39.6,1,
2016,AL,Alabama,Race/Ethnicity,2 or more races,29.9,0,1.0
2017,AL,Alabama,Race/Ethnicity,2 or more races,38.6,1,
2018,AL,Alabama,Race/Ethnicity,2 or more races,37.2,1,
2019,AL,Alabama,Race/Ethnicity,2 or more races,32.8,0,0.0
2020,AL,Alabama,Race/Ethnicity,2 or more races,30.3,0,1.0
2021,AL,Alabama,Race/Ethnicity,2 or more races,45.8,1,
2022,AL,Alabama,Race/Ethnicity,2 or more races,30.8,0,1.0
2023,AL,Alabama,Race/Ethnicity,2 or more races,37.6,1,
2024,AL,Alabama,Race/Ethnicity,2 or more races,39.2,1,
2011,AL,Alabama,Race/Ethnicity,American Indian/Alaska Native,32.9,0,0.0
2012,AL,Alabama,Race/Ethnicity,American Indian/Alaska Native,26.5,0,1.0
2013,AL,Alabama,Race/Ethnicity,American Indian/Alaska Native,46.2,1,
2014,AL,Alabama,Race/Ethnicity,American Indian/Alaska Native,35.2,1,
2015,AL,Alabama,Race/Ethnicity,American Indian/Alaska Native,39.4,1,
2016,AL,Alabama,Race/Ethnicity,American Indian/Alaska Native,32.9,0,1.0
2017,AL,Alabama,Race/Ethnicity,American Indian/Alaska Native,46.6,1,
2018,AL,Alabama,Race/Ethnicity,American Indian/Alaska Native,25.4,0,0.0
2019,AL,Alabama,Race/Ethnicity,American Indian/Alaska Native,30.9,0,1.0
2020,AL,Alabama,Race/Ethnicity,American Indian/Alaska Native,49.7,1,
2022,AL,Alabama,Race/Ethnicity,American Indian/Alaska Native,37.4,1,
2011,AL,Alabama,Race/Ethnicity,Hispanic,28.6,0,0.0
2012,AL,Alabama,Race/Ethnicity,Hispanic,24.1,0,0.0
2013,AL,Alabama,Race/Ethnicity,Hispanic,28.2,0,0.0
2014,AL,Alabama,Race/Ethnicity,Hispanic,22.9,0,0.0
2015,AL,Alabama,Race/Ethnicity,Hispanic,31.4,0,0.0
2016,AL,Alabama,Race/Ethnicity,Hispanic,29.8,0,1.0
2017,AL,Alabama,Race/Ethnicity,Hispanic,34.4,1,
2018,AL,Alabama,Race/Ethnicity,Hispanic,30.8,0,1.0
2019,AL,Alabama,Race/Ethnicity,Hispanic,35.7,1,
2020,AL,Alabama,Race/Ethnicity,Hispanic,38.8,1,
2021,AL,Alabama,Race/Ethnicity,Hispanic,38.8,1,
2022,AL,Alabama,Race/Ethnicity,Hispanic,33.4,0,1.0
2023,AL,Alabama,Race/Ethnicity,Hispanic,36.6,1,
2024,AL,Alabama,Race/Ethnicity,Hispanic,30.1,0,
2011,AL,Alabama,Race/Ethnicity,Non-Hispanic Black,40.1,1,
2012,AL,Alabama,Race/Ethnicity,Non-Hispanic Black,44.1,1,
2013,AL,Alabama,Race/Ethnicity,Non-Hispanic Black,41.3,1,
2014,AL,Alabama,Race/Ethnicity,Non-Hispanic Black,41.9,1,
2015,AL,Alabama,Race/Ethnicity,Non-Hispanic Black,46.5,1,
2016,AL,Alabama,Race/Ethnicity,Non-Hispanic Black,44.0,1,
2017,AL,Alabama,Race/Ethnicity,Non-Hispanic Black,44.4,1,
2018,AL,Alabama,Race/Ethnicity,Non-Hispanic Black,43.9,1,
2019,AL,Alabama,Race/Ethnicity,Non-Hispanic Black,46.6,1,
2020,AL,Alabama,Race/Ethnicity,Non-Hispanic Black,48.1,1,
2021,AL,Alabama,Race/Ethnicity,Non-Hispanic Black,49.7,1,
2022,AL,Alabama,Race/Ethnicity,Non-Hispanic Black,50.2,1,
2023,AL,Alabama,Race/Ethnicity,Non-Hispanic Black,49.1,1,
2024,AL,Alabama,Race/Ethnicity,Non-Hispanic Black,48.0,1,
2011,AL,Alabama,Race/Ethnicity,Non-Hispanic White,29.8,0,0.0
2012,AL,Alabama,Race/Ethnicity,Non-Hispanic White,30.1,0,0.0
2013,AL,Alabama,Race/Ethnicity,Non-Hispanic White,29.6,0,0.0
2014,AL,Alabama,Race/Ethnicity,Non-Hispanic White,31.4,0,0.0
2015,AL,Alabama,Race/Ethnicity,Non-Hispanic White,32.3,0,0.0
2016,AL,Alabama,Race/Ethnicity,Non-Hispanic White,33.5,0,1.0
2017,AL,Alabama,Race/Ethnicity,Non-Hispanic White,33.6,1,
2018,AL,Alabama,Race/Ethnicity,Non-Hispanic White,34.2,1,
2019,AL,Alabama,Race/Ethnicity,Non-Hispanic White,32.6,0,1.0
2020,AL,Alabama,Race/Ethnicity,Non-Hispanic White,36.2,1,
2021,AL,Alabama,Race/Ethnicity,Non-Hispanic White,36.8,1,
2022,AL,Alabama,Race/Ethnicity,Non-Hispanic White,35.1,1,
2023,AL,Alabama,Race/Ethnicity,Non-Hispanic White,36.0,1,
2024,AL,Alabama,Race/Ethnicity,Non-Hispanic White,36.3,1,
2012,AL,Alabama,Race/Ethnicity,Other,24.4,0,
2011,AL,Alabama,Sex,Female,31.8,0,1.0
2012,AL,Alabama,Sex,Female,34.1,1,
2013,AL,Alabama,Sex,Female,34.0,1,
2014,AL,Alabama,Sex,Female,32.9,0,1.0
2015,AL,Alabama,Sex,Female,36.4,1,
2016,AL,Alabama,Sex,Female,35.2,1,
2017,AL,Alabama,Sex,Female,37.4,1,
2018,AL,Alabama,Sex,Female,37.8,1,
2019,AL,Alabama,Sex,Female,36.2,1,
2020,AL,Alabama,Sex,Female,40.3,1,
2021,AL,Alabama,Sex,Female,41.6,1,
2022,AL,Alabama,Sex,Female,40.6,1,
2023,AL,Alabama,Sex,Female,40.7,1,
2024,AL,Alabama,Sex,Female,41.3,1,
2011,AL,Alabama,Sex,Male,32.3,0,0.0
2012,AL,Alabama,Sex,Male,31.8,0,0.0
2013,AL,Alabama,Sex,Male,30.9,0,1.0
2014,AL,Alabama,Sex,Male,34.1,1,
2015,AL,Alabama,Sex,Male,34.9,1,
2016,AL,Alabama,Sex,Male,36.2,1,
2017,AL,Alabama,Sex,Male,35.1,1,
2018,AL,Alabama,Sex,Male,34.6,1,
2019,AL,Alabama,Sex,Male,36.0,1,
2020,AL,Alabama,Sex,Male,37.7,1,
2021,AL,Alabama,Sex,Male,38.0,1,
2022,AL,Alabama,Sex,Male,35.8,1,
2023,AL,Alabama,Sex,Male,37.8,1,
2024,AL,Alabama,Sex,Male,36.5,1,
2011,AL,Alabama,Total,Total,32.0,0,0.0
2012,AL,Alabama,Total,Total,33.0,0,0.0
2013,AL,Alabama,Total,Total,32.4,0,0.0
2014,AL,Alabama,Total,Total,33.5,0,1.0
2015,AL,Alabama,Total,Total,35.6,1,
2016,AL,Alabama,Total,Total,35.7,1,
2017,AL,Alabama,Total,Total,36.3,1,
2018,AL,Alabama,Total,Total,36.2,1,
2019,AL,Alabama,Total,Total,36.1,1,
2020,AL,Alabama,Total,Total,39.0,1,
2021,AL,Alabama,Total,Total,39.9,1,
2022,AL,Alabama,Total,Total,38.3,1,
2023,AL,Alabama,Total,Total,39.2,1,
2024,AL,Alabama,Total,Total,38.9,1,
2011,AR,Arkansas,Age (years),18 - 24,23.0,0,0.0
2012,AR,Arkansas,Age (years),18 - 24,27.1,0,0.0
2013,AR,Arkansas,Age (years),18 - 24,29.6,0,0.0
2014,AR,Arkansas,Age (years),18 - 24,23.9,0,0.0
2015,AR,Arkansas,Age (years),18 - 24,20.7,0,0.0
2016,AR,Arkansas,Age (years),18 - 24,28.6,0,0.0
2017,AR,Arkansas,Age (years),18 - 24,13.3,0,0.0
2018,AR,Arkansas,Age (years),18 - 24,26.2,0,0.0
2019,AR,Arkansas,Age (years),18 - 24,26.3,0,0.0
2020,AR,Arkansas,Age (years),18 - 24,27.1,0,0.0
2021,AR,Arkansas,Age (years),18 - 24,28.4,0,0.0
2022,AR,Arkansas,Age (years),18 - 24,27.6,0,0.0
2023,AR,Arkansas,Age (years),18 - 24,29.2,0,0.0
2024,AR,Arkansas,Age (years),18 - 24,28.7,0,
2011,AR,Arkansas,Age (years),25 - 34,29.3,0,1.0
2012,AR,Arkansas,Age (years),25 - 34,33.7,1,
2013,AR,Arkansas,Age (years),25 - 34,34.2,1,
2014,AR,Arkansas,Age (years),25 - 34,39.6,1,
2015,AR,Arkansas,Age (years),25 - 34,33.7,1,
2016,AR,Arkansas,Age (years),25 - 34,33.4,0,1.0
2017,AR,Arkansas,Age (years),25 - 34,38.8,1,
2018,AR,Arkansas,Age (years),25 - 34,39.6,1,
2019,AR,Arkansas,Age (years),25 - 34,36.3,1,
2020,AR,Arkansas,Age (years),25 - 34,34.1,1,
2021,AR,Arkansas,Age (years),25 - 34,37.6,1,
2022,AR,Arkansas,Age (years),25 - 34,39.0,1,
2023,AR,Arkansas,Age (years),25 - 34,41.4,1,
2024,AR,Arkansas,Age (years),25 - 34,42.5,1,
2011,AR,Arkansas,Age (years),35 - 44,32.9,0,1.0
2012,AR,Arkansas,Age (years),35 - 44,43.4,1,
2013,AR,Arkansas,Age (years),35 - 44,42.1,1,
2014,AR,Arkansas,Age (years),35 - 44,38.0,1,
2015,AR,Arkansas,Age (years),35 - 44,39.9,1,
2016,AR,Arkansas,Age (years),35 - 44,43.8,1,
2017,AR,Arkansas,Age (years),35 - 44,41.8,1,
2018,AR,Arkansas,Age (years),35 - 44,41.2,1,
2019,AR,Arkansas,Age (years),35 - 44,45.1,1,
2020,AR,Arkansas,Age (years),35 - 44,44.7,1,
2021,AR,Arkansas,Age (years),35 - 44,45.3,1,
2022,AR,Arkansas,Age (years),35 - 44,40.0,1,
2023,AR,Arkansas,Age (years),35 - 44,46.5,1,
2024,AR,Arkansas,Age (years),35 - 44,45.1,1,
2011,AR,Arkansas,Age (years),45 - 54,36.4,1,
2012,AR,Arkansas,Age (years),45 - 54,40.4,1,
2013,AR,Arkansas,Age (years),45 - 54,37.9,1,
2014,AR,Arkansas,Age (years),45 - 54,43.9,1,
2015,AR,Arkansas,Age (years),45 - 54,42.2,1,
2016,AR,Arkansas,Age (years),45 - 54,42.7,1,
2017,AR,Arkansas,Age (years),45 - 54,42.6,1,
2018,AR,Arkansas,Age (years),45 - 54,45.7,1,
2019,AR,Arkansas,Age (years),45 - 54,43.7,1,
2020,AR,Arkansas,Age (years),45 - 54,42.0,1,
2021,AR,Arkansas,Age (years),45 - 54,45.3,1,
2022,AR,Arkansas,Age (years),45 - 54,46.1,1,
2023,AR,Arkansas,Age (years),45 - 54,43.4,1,
2024,AR,Arkansas,Age (years),45 - 54,49.0,1,
2011,AR,Arkansas,Age (years),55 - 64,36.9,1,
2012,AR,Arkansas,Age (years),55 - 64,37.2,1,
2013,AR,Arkansas,Age (years),55 - 64,38.5,1,
2014,AR,Arkansas,Age (years),55 - 64,39.3,1,
2015,AR,Arkansas,Age (years),55 - 64,38.8,1,
2016,AR,Arkansas,Age (years),55 - 64,39.6,1,
2017,AR,Arkansas,Age (years),55 - 64,40.2,1,
2018,AR,Arkansas,Age (years),55 - 64,40.3,1,
2019,AR,Arkansas,Age (years),55 - 64,40.6,1,
2020,AR,Arkansas,Age (years),55 - 64,41.5,1,
2021,AR,Arkansas,Age (years),55 - 64,42.6,1,
2022,AR,Arkansas,Age (years),55 - 64,40.8,1,
2023,AR,Arkansas,Age (years),55 - 64,47.2,1,
2024,AR,Arkansas,Age (years),55 - 64,40.7,1,
2011,AR,Arkansas,Age (years),65 or older,26.1,0,0.0
2012,AR,Arkansas,Age (years),65 or older,25.9,0,0.0
2013,AR,Arkansas,Age (years),65 or older,26.4,0,0.0
2014,AR,Arkansas,Age (years),65 or older,29.2,0,0.0
2015,AR,Arkansas,Age (years),65 or older,29.8,0,0.0
2016,AR,Arkansas,Age (years),65 or older,27.6,0,0.0
2017,AR,Arkansas,Age (years),65 or older,30.6,0,0.0
2018,AR,Arkansas,Age (years),65 or older,30.1,0,0.0
2019,AR,Arkansas,Age (years),65 or older,32.4,0,0.0
2020,AR,Arkansas,Age (years),65 or older,30.5,0,0.0
2021,AR,Arkansas,Age (years),65 or older,33.4,0,0.0
2022,AR,Arkansas,Age (years),65 or older,32.3,0,1.0
2023,AR,Arkansas,Age (years),65 or older,34.2,1,
2024,AR,Arkansas,Age (years),65 or older,30.7,0,
2011,AR,Arkansas,Education,College graduate,26.4,0,0.0
2012,AR,Arkansas,Education,College graduate,30.7,0,0.0
2013,AR,Arkansas,Education,College graduate,27.2,0,0.0
2014,AR,Arkansas,Education,College graduate,28.7,0,0.0
2015,AR,Arkansas,Education,College graduate,30.9,0,0.0
2016,AR,Arkansas,Education,College graduate,31.6,0,0.0
2017,AR,Arkansas,Education,College graduate,27.9,0,1.0
2018,AR,Arkansas,Education,College graduate,34.1,1,
2019,AR,Arkansas,Education,College graduate,33.6,1,
2020,AR,Arkansas,Education,College graduate,31.5,0,1.0
2021,AR,Arkansas,Education,College graduate,36.7,1,
2022,AR,Arkansas,Education,College graduate,36.1,1,
2023,AR,Arkansas,Education,College graduate,33.9,1,
2024,AR,Arkansas,Education,College graduate,35.3,1,
2011,AR,Arkansas,Education,High school graduate,33.0,0,1.0
2012,AR,Arkansas,Education,High school graduate,36.0,1,
2013,AR,Arkansas,Education,High school graduate,36.0,1,
2014,AR,Arkansas,Education,High school graduate,38.0,1,
2015,AR,Arkansas,Education,High school graduate,33.6,1,
2016,AR,Arkansas,Education,High school graduate,36.5,1,
2017,AR,Arkansas,Education,High school graduate,34.6,1,
2018,AR,Arkansas,Education,High school graduate,36.2,1,
2019,AR,Arkansas,Education,High school graduate,37.8,1,
2020,AR,Arkansas,Education,High school graduate,37.8,1,
2021,AR,Arkansas,Education,High school graduate,39.5,1,
2022,AR,Arkansas,Education,High school graduate,39.1,1,
2023,AR,Arkansas,Education,High school graduate,39.7,1,
2024,AR,Arkansas,Education,High school graduate,40.1,1,
2011,AR,Arkansas,Education,Less than high school,31.1,0,1.0
2012,AR,Arkansas,Education,Less than high school,38.9,1,
2013,AR,Arkansas,Education,Less than high school,39.6,1,
2014,AR,Arkansas,Education,Less than high school,37.0,1,
2015,AR,Arkansas,Education,Less than high school,36.2,1,
2016,AR,Arkansas,Education,Less than high school,34.6,1,
2017,AR,Arkansas,Education,Less than high school,38.7,1,
2018,AR,Arkansas,Education,Less than high school,36.4,1,
2019,AR,Arkansas,Education,Less than high school,41.4,1,
2020,AR,Arkansas,Education,Less than high school,32.4,0,0.0
2021,AR,Arkansas,Education,Less than high school,29.9,0,0.0
2022,AR,Arkansas,Education,Less than high school,30.4,0,1.0
2023,AR,Arkansas,Education,Less than high school,45.8,1,
2024,AR,Arkansas,Education,Less than high school,37.6,1,
2011,AR,Arkansas,Education,Some college or technical school,31.0,0,0.0
2012,AR,Arkansas,Education,Some college or technical school,32.7,0,1.0
2013,AR,Arkansas,Education,Some college or technical school,34.5,1,
2014,AR,Arkansas,Education,Some college or technical school,37.4,1,
2015,AR,Arkansas,Education,Some college or technical school,36.9,1,
2016,AR,Arkansas,Education,Some college or technical school,37.8,1,
2017,AR,Arkansas,Education,Some college or technical school,38.5,1,
2018,AR,Arkansas,Education,Some college or technical school,40.5,1,
2019,AR,Arkansas,Education,Some college or technical school,37.8,1,
2020,AR,Arkansas,Education,Some college or technical school,40.3,1,
2021,AR,Arkansas,Education,Some college or technical school,42.8,1,
2022,AR,Arkansas,Education,Some college or technical school,39.3,1,
2023,AR,Arkansas,Education,Some college or technical school,42.5,1,
2024,AR,Arkansas,Education,Some college or technical school,40.8,1,
2011,AR,Arkansas,Income,"$15,000 - $24,999",30.4,0,1.0
2012,AR,Arkansas,Income,"$15,000 - $24,999",38.5,1,
2013,AR,Arkansas,Income,"$15,000 - $24,999",35.3,1,
2014,AR,Arkansas,Income,"$15,000 - $24,999",36.5,1,
2015,AR,Arkansas,Income,"$15,000 - $24,999",32.6,0,0.0
2016,AR,Arkansas,Income,"$15,000 - $24,999",33.5,0,1.0
2017,AR,Arkansas,Income,"$15,000 - $24,999",40.0,1,
2018,AR,Arkansas,Income,"$15,000 - $24,999",37.3,1,
2019,AR,Arkansas,Income,"$15,000 - $24,999",38.8,1,
2020,AR,Arkansas,Income,"$15,000 - $24,999",39.1,1,
2021,AR,Arkansas,Income,"$15,000 - $24,999",39.0,1,
2022,AR,Arkansas,Income,"$15,000 - $24,999",39.4,1,
2023,AR,Arkansas,Income,"$15,000 - $24,999",43.2,1,
2024,AR,Arkansas,Income,"$15,000 - $24,999",39.9,1,
2011,AR,Arkansas,Income,"$25,000 - $34,999",37.2,1,
2012,AR,Arkansas,Income,"$25,000 - $34,999",29.2,0,1.0
2013,AR,Arkansas,Income,"$25,000 - $34,999",34.3,1,
2014,AR,Arkansas,Income,"$25,000 - $34,999",36.0,1,
2015,AR,Arkansas,Income,"$25,000 - $34,999",32.5,0,1.0
2016,AR,Arkansas,Income,"$25,000 - $34,999",38.1,1,
2017,AR,Arkansas,Income,"$25,000 - $34,999",36.8,1,
2018,AR,Arkansas,Income,"$25,000 - $34,999",36.2,1,
2019,AR,Arkansas,Income,"$25,000 - $34,999",31.6,0,1.0
2020,AR,Arkansas,Income,"$25,000 - $34,999",40.2,1,
2021,AR,Arkansas,Income,"$25,000 - $34,999",37.1,1,
2022,AR,Arkansas,Income,"$25,000 - $34,999",35.1,1,
2023,AR,Arkansas,Income,"$25,000 - $34,999",41.3,1,
2024,AR,Arkansas,Income,"$25,000 - $34,999",39.4,1,
2011,AR,Arkansas,Income,"$35,000 - $49,999",31.7,0,1.0
2012,AR,Arkansas,Income,"$35,000 - $49,999",36.0,1,
2013,AR,Arkansas,Income,"$35,000 - $49,999",34.6,1,
2014,AR,Arkansas,Income,"$35,000 - $49,999",31.9,0,1.0
2015,AR,Arkansas,Income,"$35,000 - $49,999",37.3,1,
2016,AR,Arkansas,Income,"$35,000 - $49,999",40.3,1,
2017,AR,Arkansas,Income,"$35,000 - $49,999",36.3,1,
2018,AR,Arkansas,Income,"$35,000 - $49,999",36.5,1,
